chrom,pos,PM,numMeth,numUnmeth,Count,ind
chr1,40647479,0.68,72,34,106,621294
chr1,40647767,0.65,58,31,89,621295
chr1,40647795,0.83,74,15,89,621296
chr1,40647824,0.96,79,3,82,621297
chr1,40647828,0.89,73,9,82,621298
chr1,40647871,0.93,77,6,83,621299
chr1,40647887,0.99,76,1,77,621300
chr1,40647901,0.98,80,2,82,621301
chr1,40647933,0.74,56,20,76,621302
chr1,40647974,0.93,71,5,76,621303
chr1,40647978,0.99,67,1,68,621304
chr1,40648053,1,62,0,62,621305
chr1,40648062,0.98,58,1,59,621306
chr1,40648099,0.94,50,3,53,621307
chr1,40648329,0.7,96,42,138,621308
chr1,40648821,0.21,25,94,119,621309
chr1,40649174,0.48,45,49,94,621310
chr1,40649302,0.31,22,49,71,621311
chr1,40649526,0.75,76,25,101,621312
chr1,40649949,0.73,66,25,91,621313
chr1,40650346,0.9,61,7,68,621314
chr1,40650365,0.98,65,1,66,621315
chr1,40650624,1,58,0,58,621316
chr1,40650895,0.97,62,2,64,621317
chr1,40650951,1,64,0,64,621318
chr1,40650959,0.97,58,2,60,621319
chr1,40650963,0.95,56,3,59,621320
chr1,40651053,0.97,67,2,69,621321
chr1,40651081,0.98,64,1,65,621322
chr1,40651218,0.86,6,1,7,621323
chr1,40651222,0.91,10,1,11,621324
chr1,40651250,0.94,17,1,18,621325
chr1,40651255,0.94,17,1,18,621326
chr1,40651266,0.94,17,1,18,621327
chr1,40651280,1,15,0,15,621328
chr1,40651300,1,11,0,11,621329
chr1,40651311,1,8,0,8,621330
chr1,40651416,0.89,16,2,18,621331
chr1,40651454,0.93,26,2,28,621332
chr1,40651554,0.97,29,1,30,621333
chr1,40651603,0.96,52,2,54,621334
chr1,40651626,0.96,65,3,68,621335
chr1,40651685,0.92,90,8,98,621336
chr1,40651697,0.97,91,3,94,621337
chr1,40651778,0.85,68,12,80,621338
chr1,40651792,0.93,64,5,69,621339
chr1,40652215,0.91,70,7,77,621340
chr1,40652385,0.98,91,2,93,621341
chr1,40652743,0.96,48,2,50,621342
chr1,40652764,0.96,44,2,46,621343
chr1,40652789,1,56,0,56,621344
chr1,40652806,0.9,57,6,63,621345
chr1,40652848,0.97,67,2,69,621346
chr1,40652850,0.99,70,1,71,621347
chr1,40652852,0.99,70,1,71,621348
chr1,40652860,1,76,0,76,621349
chr1,40652891,0.9,71,8,79,621350
chr1,40652923,0.95,76,4,80,621351
chr1,40652944,0.95,70,4,74,621352
chr1,40652948,0.95,81,4,85,621353
chr1,40652953,0.94,79,5,84,621354
chr1,40652981,0.99,81,1,82,621355
chr1,40653244,0.19,22,92,114,621356
chr1,40653499,0.99,107,1,108,621357
chr1,40653764,0.27,22,59,81,621358
chr1,40654793,0.98,86,2,88,621359
chr1,40654823,0.97,87,3,90,621360
chr1,40654928,0.91,67,7,74,621361
chr1,40655025,0.88,91,12,103,621362
chr1,40655325,0.97,71,2,73,621363
chr1,40655327,0.99,76,1,77,621364
chr1,40655339,1,72,0,72,621365
chr1,40655343,0.97,72,2,74,621366
chr1,40655381,0.98,83,2,85,621367
chr1,40655388,0.96,81,3,84,621368
chr1,40655430,1,67,0,67,621369
chr1,40655492,0.88,45,6,51,621370
chr1,40655996,0.64,55,31,86,621371
chr1,40656453,0.96,81,3,84,621372
chr1,40656947,0.98,86,2,88,621373
chr1,40657007,0.96,89,4,93,621374
chr1,40657030,0.98,86,2,88,621375
chr1,40657066,0.97,96,3,99,621376
chr1,40657078,1,99,0,99,621377
chr1,40657124,0.98,102,2,104,621378
chr1,40657164,0.97,67,2,69,621379
chr1,40657209,0.94,29,2,31,621380
chr1,40657245,0.96,45,2,47,621381
chr1,40657321,0.99,78,1,79,621382
chr1,40657398,0.97,105,3,108,621383
chr1,40657845,0.7,64,28,92,621384
chr1,40657873,0.94,93,6,99,621385
chr1,40657919,0.64,61,35,96,621386
chr1,40658085,0.92,108,9,117,621387
chr1,40658118,0.94,94,6,100,621388
chr1,40658782,0.92,60,5,65,621389
chr1,40659254,0.64,39,22,61,621390
chr1,40659256,0.74,46,16,62,621391
chr1,40659593,0.78,73,20,93,621392
chr1,40659728,0.9,81,9,90,621393
chr1,40659895,0.55,45,37,82,621394
chr1,40660004,0.99,101,1,102,621395
chr1,40660108,1,81,0,81,621396
chr1,40660127,0.93,75,6,81,621397
chr1,40660140,0.99,75,1,76,621398
chr1,40660172,0.99,71,1,72,621399
chr1,40660184,0.98,64,1,65,621400
chr1,40660226,0.96,53,2,55,621401
chr1,40660440,0.37,25,42,67,621402
chr1,40660528,0.98,46,1,47,621403
chr1,40660558,1,63,0,63,621404
chr1,40660630,0.98,64,1,65,621405
chr1,40660662,0.98,65,1,66,621406
chr1,40660666,1,67,0,67,621407
chr1,40660717,0.82,61,13,74,621408
chr1,40660753,0.95,61,3,64,621409
chr1,40660847,0.98,58,1,59,621410
chr1,40660849,1,57,0,57,621411
chr1,40660888,0.97,36,1,37,621412
chr1,40660893,0.97,34,1,35,621413
chr1,40660904,1,27,0,27,621414
chr1,40660981,0.99,69,1,70,621415
chr1,40660983,0.97,70,2,72,621416
chr1,40660993,0.9,71,8,79,621417
chr1,40661075,0.95,62,3,65,621418
chr1,40661077,1,64,0,64,621419
chr1,40661428,0.9,95,10,105,621420
chr1,40661480,0.85,88,15,103,621421
chr1,40661765,0.84,26,5,31,621422
chr1,40661770,0.67,20,10,30,621423
chr1,40661778,1,34,0,34,621424
chr1,40661816,0.96,51,2,53,621425
chr1,40661850,1,78,0,78,621426
chr1,40661889,0.99,79,1,80,621427
chr1,40661891,0.99,77,1,78,621428
chr1,40661893,1,79,0,79,621429
chr1,40661901,0.96,79,3,82,621430
chr1,40661934,0.93,88,7,95,621431
chr1,40661939,0.99,88,1,89,621432
chr1,40661965,0.99,81,1,82,621433
chr1,40662035,0.93,68,5,73,621434
chr1,40662039,1,74,0,74,621435
chr1,40662320,0.99,71,1,72,621436
chr1,40662506,0.98,106,2,108,621437
chr1,40662601,0.98,94,2,96,621438
chr1,40662730,0.98,92,2,94,621439
chr1,40662858,0.89,88,11,99,621440
chr1,40662981,0.95,114,6,120,621441
chr1,40663705,1,73,0,73,621442
chr1,40663767,0.99,89,1,90,621443
chr1,40663778,0.96,85,4,89,621444
chr1,40663800,0.94,68,4,72,621445
chr1,40663824,0.98,47,1,48,621446
chr1,40663836,0.93,43,3,46,621447
chr1,40663894,0.94,50,3,53,621448
chr1,40663961,1,33,0,33,621449
chr1,40663963,0.97,30,1,31,621450
chr1,40663967,1,25,0,25,621451
chr1,40664001,0.84,31,6,37,621452
chr1,40664037,0.94,48,3,51,621453
chr1,40664045,0.96,50,2,52,621454
chr1,40664062,1,59,0,59,621455
chr1,40664137,0.88,69,9,78,621456
chr1,40664192,0.98,87,2,89,621457
chr1,40664204,0.99,86,1,87,621458
chr1,40664232,0.96,90,4,94,621459
chr1,40664252,0.94,90,6,96,621460
chr1,40664268,0.93,100,7,107,621461
chr1,40664401,0.96,107,4,111,621462
chr1,40664684,1,102,0,102,621463
chr1,40664848,0.95,105,5,110,621464
chr1,40664916,0.92,95,8,103,621465
chr1,40665052,0.86,72,12,84,621466
chr1,40665254,0.55,58,48,106,621467
chr1,40665288,0.86,96,16,112,621468
chr1,40665340,0.95,110,6,116,621469
chr1,40665478,0.78,93,26,119,621470
chr1,40665680,0.71,64,26,90,621471
chr1,40666017,0.96,121,5,126,621472
chr1,40666472,0.87,45,7,52,621473
chr1,40666758,0.71,5,2,7,621474
chr1,40667015,1,73,0,73,621475
chr1,40667019,0.99,71,1,72,621476
chr1,40667025,0.97,61,2,63,621477
chr1,40667068,0.98,53,1,54,621478
chr1,40667093,0.98,47,1,48,621479
chr1,40667114,0.96,52,2,54,621480
chr1,40667125,0.96,54,2,56,621481
chr1,40667154,1,42,0,42,621482
chr1,40667166,0.97,32,1,33,621483
chr1,40667190,0.95,18,1,19,621484
chr1,40667214,1,12,0,12,621485
chr1,40667222,0.85,11,2,13,621486
chr1,40667229,1,14,0,14,621487
chr1,40667252,1,16,0,16,621488
chr1,40667254,1,16,0,16,621489
chr1,40667259,1,19,0,19,621490
chr1,40667623,0.78,54,15,69,621491
chr1,40667819,0.91,77,8,85,621492
chr1,40668128,1,98,0,98,621493
chr1,40668440,0.95,118,6,124,621494
chr1,40668582,0.77,79,24,103,621495
chr1,40668855,0.96,47,2,49,621496
chr1,40668879,0.95,59,3,62,621497
chr1,40668935,1,64,0,64,621498
chr1,40668976,0.93,78,6,84,621499
chr1,40669087,0.96,80,3,83,621500
chr1,40669129,0.96,86,4,90,621501
chr1,40669139,0.98,89,2,91,621502
chr1,40669163,0.97,87,3,90,621503
chr1,40669169,0.95,71,4,75,621504
chr1,40669691,0.88,42,6,48,621505
chr1,40669735,0.95,63,3,66,621506
chr1,40669765,0.96,87,4,91,621507
chr1,40669767,0.95,90,5,95,621508
chr1,40669812,0.95,73,4,77,621509
chr1,40669832,0.96,67,3,70,621510
chr1,40669844,0.99,67,1,68,621511
chr1,40669933,0.98,47,1,48,621512
chr1,40669938,1,51,0,51,621513
chr1,40669966,0.98,49,1,50,621514
chr1,40669982,0.95,52,3,55,621515
chr1,40670141,1,87,0,87,621516
chr1,40670239,0.9,70,8,78,621517
chr1,40670313,0.98,53,1,54,621518
chr1,40670336,0.98,63,1,64,621519
chr1,40670544,0.97,100,3,103,621520
chr1,40670762,0.91,90,9,99,621521
chr1,40670891,0.97,92,3,95,621522
chr1,40670915,0.89,82,10,92,621523
chr1,40670964,0.92,79,7,86,621524
chr1,40671002,0.8,78,20,98,621525
chr1,40671043,0.65,68,36,104,621526
chr1,40671139,0.92,35,3,38,621527
chr1,40671192,0.96,22,1,23,621528
chr1,40671224,0.96,27,1,28,621529
chr1,40671235,0.88,23,3,26,621530
chr1,40671247,0.93,25,2,27,621531
chr1,40671262,0.96,23,1,24,621532
chr1,40671286,0.67,4,2,6,621533
chr1,40671306,1,4,0,4,621534
chr1,40671310,1,11,0,11,621535
chr1,40671322,1,14,0,14,621536
chr1,40671353,0.95,36,2,38,621537
chr1,40671364,1,45,0,45,621538
chr1,40671398,0.98,51,1,52,621539
chr1,40671405,0.98,49,1,50,621540
chr1,40671409,1,57,0,57,621541
chr1,40671442,0.9,55,6,61,621542
chr1,40671451,0.91,59,6,65,621543
chr1,40671805,0.97,90,3,93,621544
chr1,40672251,0.74,56,20,76,621545
chr1,40672360,0.52,61,57,118,621546
chr1,40672407,0.51,47,45,92,621547
chr1,40672483,0.85,92,16,108,621548
chr1,40672591,0.95,107,6,113,621549
chr1,40672768,0.91,108,11,119,621550
chr1,40672798,0.87,93,14,107,621551
chr1,40673321,0.94,49,3,52,621552
chr1,40673343,0.94,50,3,53,621553
chr1,40673351,0.94,47,3,50,621554
chr1,40673427,0.75,54,18,72,621555
chr1,40673431,0.93,63,5,68,621556
chr1,40673484,0.58,36,26,62,621557
chr1,40673562,0.93,50,4,54,621558
chr1,40673574,0.93,54,4,58,621559
chr1,40673702,0.8,92,23,115,621560
chr1,40673905,0.88,100,13,113,621561
chr1,40674171,0.97,83,3,86,621562
chr1,40674350,0.94,66,4,70,621563
chr1,40674365,0.55,38,31,69,621564
chr1,40674381,0.66,63,32,95,621565
chr1,40674552,0.98,63,1,64,621566
chr1,40675012,0.93,78,6,84,621567
chr1,40675154,0.97,70,2,72,621568
chr1,40675157,0.96,67,3,70,621569
chr1,40675315,0.97,76,2,78,621570
chr1,40675320,0.99,73,1,74,621571
chr1,40675421,0.95,61,3,64,621572
chr1,40675503,1,63,0,63,621573
chr1,40675518,0.94,51,3,54,621574
chr1,40675528,0.98,47,1,48,621575
chr1,40675536,1,46,0,46,621576
chr1,40675544,1,34,0,34,621577
chr1,40675568,0.96,25,1,26,621578
chr1,40675841,0.22,25,88,113,621579
chr1,40676386,0.96,95,4,99,621580
chr1,40676639,0.58,33,24,57,621581
chr1,40676834,0.57,48,36,84,621582
chr1,40676902,0.54,57,49,106,621583
chr1,40676919,0.69,73,33,106,621584
chr1,40676930,0.53,58,51,109,621585
chr1,40677264,0.97,74,2,76,621586
chr1,40677354,0.98,82,2,84,621587
chr1,40677362,1,91,0,91,621588
chr1,40677386,1,101,0,101,621589
chr1,40677418,0.95,91,5,96,621590
chr1,40677434,1,93,0,93,621591
chr1,40677440,0.99,83,1,84,621592
chr1,40677450,0.99,80,1,81,621593
chr1,40677482,0.93,67,5,72,621594
chr1,40677493,0.94,60,4,64,621595
chr1,40677542,0.95,35,2,37,621596
chr1,40677546,0.95,60,3,63,621597
chr1,40677551,0.96,64,3,67,621598
chr1,40677592,0.96,76,3,79,621599
chr1,40677735,0.49,43,44,87,621600
chr1,40677885,0.89,91,11,102,621601
chr1,40678295,0.98,110,2,112,621602
chr1,40678314,0.91,99,10,109,621603
chr1,40678349,0.97,91,3,94,621604
chr1,40678359,0.92,82,7,89,621605
chr1,40678890,0.9,97,11,108,621606
chr1,40679006,0.91,82,8,90,621607
chr1,40679038,0.48,41,45,86,621608
chr1,40679127,0.85,93,17,110,621609
chr1,40679527,0.94,90,6,96,621610
chr1,40679576,0.72,63,24,87,621611
chr1,40680146,0.99,96,1,97,621612
chr1,40680357,0.94,85,5,90,621613
chr1,40681354,0.97,76,2,78,621614
chr1,40681533,0.93,66,5,71,621615
chr1,40681881,0.99,67,1,68,621616
chr1,40681892,0.94,65,4,69,621617
chr1,40681907,0.99,75,1,76,621618
chr1,40681925,0.96,81,3,84,621619
chr1,40681983,0.93,76,6,82,621620
chr1,40682020,0.98,65,1,66,621621
chr1,40682074,0.98,43,1,44,621622
chr1,40682084,0.97,31,1,32,621623
chr1,40682147,1,14,0,14,621624
chr1,40682303,0.95,62,3,65,621625
chr1,40682454,0.96,70,3,73,621626
chr1,40682464,0.99,80,1,81,621627
chr1,40682494,0.99,79,1,80,621628
chr1,40682521,0.99,71,1,72,621629
chr1,40682552,0.98,86,2,88,621630
chr1,40682579,0.97,95,3,98,621631
chr1,40682594,0.93,89,7,96,621632
chr1,40682652,1,75,0,75,621633
chr1,40682675,0.98,55,1,56,621634
chr1,40682947,0.96,67,3,70,621635
chr1,40683075,0.94,74,5,79,621636
chr1,40683097,0.99,74,1,75,621637
chr1,40683124,0.89,68,8,76,621638
chr1,40683165,0.97,75,2,77,621639
chr1,40683209,0.98,87,2,89,621640
chr1,40683214,0.95,82,4,86,621641
chr1,40683241,0.98,79,2,81,621642
chr1,40683261,0.98,80,2,82,621643
chr1,40683304,0.99,75,1,76,621644
chr1,40683306,0.97,72,2,74,621645
chr1,40683312,0.96,71,3,74,621646
chr1,40683316,0.99,66,1,67,621647
chr1,40683336,0.95,75,4,79,621648
chr1,40683368,0.99,74,1,75,621649
chr1,40683375,0.99,70,1,71,621650
chr1,40683392,1,62,0,62,621651
chr1,40683400,0.98,54,1,55,621652
chr1,40683435,0.93,38,3,41,621653
chr1,40683597,0.97,96,3,99,621654
chr1,40683704,0.97,99,3,102,621655
chr1,40683956,0.94,73,5,78,621656
chr1,40684172,0.93,110,8,118,621657
chr1,40684182,0.99,115,1,116,621658
chr1,40684190,0.99,114,1,115,621659
chr1,40684239,0.82,97,21,118,621660
chr1,40684316,0.82,106,23,129,621661
chr1,40684577,0.93,91,7,98,621662
chr1,40685285,0.92,89,8,97,621663
chr1,40685413,0.91,123,12,135,621664
chr1,40685646,0.93,66,5,71,621665
chr1,40685656,0.96,73,3,76,621666
chr1,40685764,0.9,75,8,83,621667
chr1,40685768,0.96,77,3,80,621668
chr1,40685792,0.92,72,6,78,621669
chr1,40685856,0.84,41,8,49,621670
chr1,40685886,0.68,27,13,40,621671
chr1,40686332,0.55,72,58,130,621672
chr1,40686718,0.97,57,2,59,621673
chr1,40686753,0.52,45,41,86,621674
chr1,40687089,0.58,57,42,99,621675
chr1,40687231,0.49,35,37,72,621676
chr1,40687236,0.62,46,28,74,621677
chr1,40687294,0.67,31,15,46,621678
chr1,40687300,0.55,26,21,47,621679
chr1,40687310,0.63,31,18,49,621680
chr1,40687343,0.94,47,3,50,621681
chr1,40687354,0.72,38,15,53,621682
chr1,40687399,0.81,43,10,53,621683
chr1,40687434,0.82,58,13,71,621684
chr1,40687444,0.96,71,3,74,621685
chr1,40687496,0.99,100,1,101,621686
chr1,40687503,0.98,102,2,104,621687
chr1,40687526,0.96,76,3,79,621688
chr1,40687528,0.97,73,2,75,621689
chr1,40687541,0.97,65,2,67,621690
chr1,40687550,0.94,48,3,51,621691
chr1,40687558,1,52,0,52,621692
chr1,40687566,0.98,40,1,41,621693
chr1,40688002,0.95,88,5,93,621694
chr1,40688257,0.5,56,55,111,621695
chr1,40688334,0.8,70,17,87,621696
chr1,40688930,0.8,82,20,102,621697
chr1,40689291,0.91,74,7,81,621698
chr1,40689651,0.95,98,5,103,621699
chr1,40689713,0.84,87,16,103,621700
chr1,40690003,0.86,24,4,28,621701
chr1,40690066,0.97,65,2,67,621702
chr1,40690073,0.85,67,12,79,621703
chr1,40690105,0.92,72,6,78,621704
chr1,40690109,0.95,71,4,75,621705
chr1,40690225,0.53,19,17,36,621706
chr1,40690237,0.97,28,1,29,621707
chr1,40690487,0.9,53,6,59,621708
chr1,40690515,0.72,59,23,82,621709
chr1,40690551,0.78,72,20,92,621710
chr1,40690590,0.99,97,1,98,621711
chr1,40690607,0.96,92,4,96,621712
chr1,40690642,0.99,98,1,99,621713
chr1,40690885,0.95,89,5,94,621714
chr1,40690976,1,86,0,86,621715
chr1,40690988,1,70,0,70,621716
chr1,40691021,1,62,0,62,621717
chr1,40691048,1,49,0,49,621718
chr1,40691107,0.99,72,1,73,621719
chr1,40691111,0.97,69,2,71,621720
chr1,40691119,0.96,70,3,73,621721
chr1,40691194,0.97,59,2,61,621722
chr1,40691205,1,50,0,50,621723
chr1,40691270,1,7,0,7,621724
chr1,40691274,1,8,0,8,621725
chr1,40691276,1,9,0,9,621726
chr1,40691314,1,16,0,16,621727
chr1,40691319,1,24,0,24,621728
chr1,40691392,0.97,67,2,69,621729
chr1,40691404,0.97,73,2,75,621730
chr1,40691415,0.97,77,2,79,621731
chr1,40691419,0.99,69,1,70,621732
chr1,40691441,1,61,0,61,621733
chr1,40691497,0.94,59,4,63,621734
chr1,40691503,0.97,56,2,58,621735
chr1,40691507,1,54,0,54,621736
chr1,40691537,1,43,0,43,621737
chr1,40691545,0.98,39,1,40,621738
chr1,40691548,0.92,36,3,39,621739
chr1,40691579,1,22,0,22,621740
chr1,40691594,1,30,0,30,621741
chr1,40691638,1,43,0,43,621742
chr1,40691768,0.91,80,8,88,621743
chr1,40691792,0.95,97,5,102,621744
chr1,40691960,0.94,122,8,130,621745
chr1,40692039,0.94,106,7,113,621746
chr1,40692242,0.88,79,11,90,621747
chr1,40692264,0.98,78,2,80,621748
chr1,40692629,0.96,87,4,91,621749
chr1,40692692,0.88,63,9,72,621750
chr1,40692756,1,67,0,67,621751
chr1,40692881,0.88,74,10,84,621752
chr1,40693066,0.97,114,4,118,621753
chr1,40693188,0.84,72,14,86,621754
chr1,40693465,1,78,0,78,621755
chr1,40693503,1,76,0,76,621756
chr1,40693543,0.97,74,2,76,621757
chr1,40693589,1,93,0,93,621758
chr1,40693623,0.99,76,1,77,621759
chr1,40693629,0.97,73,2,75,621760
chr1,40693754,0.94,62,4,66,621761
chr1,40693825,0.96,66,3,69,621762
chr1,40693829,0.97,67,2,69,621763
chr1,40693906,0.97,74,2,76,621764
chr1,40693926,0.87,55,8,63,621765
chr1,40693976,0.98,65,1,66,621766
chr1,40694030,0.98,86,2,88,621767
chr1,40694076,0.98,85,2,87,621768
chr1,40694084,0.94,88,6,94,621769
chr1,40694098,0.91,83,8,91,621770
chr1,40694113,0.96,80,3,83,621771
chr1,40694145,0.96,80,3,83,621772
chr1,40694179,1,68,0,68,621773
chr1,40694186,1,64,0,64,621774
chr1,40694233,1,40,0,40,621775
chr1,40694239,1,47,0,47,621776
chr1,40694360,0.94,85,5,90,621777
chr1,40694367,1,83,0,83,621778
chr1,40694578,0.99,70,1,71,621779
chr1,40694585,0.97,73,2,75,621780
chr1,40694677,0.94,77,5,82,621781
chr1,40694799,0.9,82,9,91,621782
chr1,40694899,0.83,95,19,114,621783
chr1,40695179,0.89,47,6,53,621784
chr1,40695195,0.91,48,5,53,621785
chr1,40695203,0.88,44,6,50,621786
chr1,40695219,0.98,48,1,49,621787
chr1,40695315,0.91,10,1,11,621788
chr1,40695346,0.97,33,1,34,621789
chr1,40695416,1,83,0,83,621790
chr1,40695420,0.98,80,2,82,621791
chr1,40695472,0.94,83,5,88,621792
chr1,40695508,0.97,83,3,86,621793
chr1,40695514,0.98,83,2,85,621794
chr1,40695552,0.97,75,2,77,621795
chr1,40695646,0.94,67,4,71,621796
chr1,40695726,0.98,55,1,56,621797
chr1,40695781,0.91,29,3,32,621798
chr1,40695866,0.78,60,17,77,621799
chr1,40696142,0.97,58,2,60,621800
chr1,40696164,0.98,49,1,50,621801
chr1,40696206,0.95,54,3,57,621802
chr1,40696324,0.94,34,2,36,621803
chr1,40696395,0.95,35,2,37,621804
chr1,40696404,0.92,36,3,39,621805
chr1,40696541,0.95,86,5,91,621806
chr1,40696801,0.97,92,3,95,621807
chr1,40697007,0.92,69,6,75,621808
chr1,40697126,0.97,68,2,70,621809
chr1,40697256,0.97,104,3,107,621810
chr1,40697262,0.96,112,5,117,621811
chr1,40697287,0.91,95,9,104,621812
chr1,40697579,0.94,79,5,84,621813
chr1,40697607,0.94,75,5,80,621814
chr1,40697650,0.99,67,1,68,621815
chr1,40697677,0.99,72,1,73,621816
chr1,40697708,0.96,77,3,80,621817
chr1,40697736,0.97,91,3,94,621818
chr1,40697748,0.93,83,6,89,621819
chr1,40697752,0.94,79,5,84,621820
chr1,40697794,0.98,91,2,93,621821
chr1,40697811,0.99,85,1,86,621822
chr1,40698054,0.98,102,2,104,621823
chr1,40698204,0.98,87,2,89,621824
chr1,40698407,0.99,105,1,106,621825
chr1,40698439,0.97,102,3,105,621826
chr1,40698488,0.93,108,8,116,621827
chr1,40698521,0.92,96,8,104,621828
chr1,40698555,0.95,59,3,62,621829
chr1,40698715,0.89,58,7,65,621830
chr1,40698745,0.79,31,8,39,621831
chr1,40698817,0.88,51,7,58,621832
chr1,40699420,0.18,11,50,61,621833
chr1,40699643,0.26,20,58,78,621834
chr1,40699681,0.56,49,39,88,621835
chr1,40699706,0.77,81,24,105,621836
chr1,40699873,0.98,81,2,83,621837
chr1,40699917,0.99,97,1,98,621838
chr1,40699980,0.73,91,33,124,621839
chr1,40700025,0.95,110,6,116,621840
chr1,40700233,0.93,100,7,107,621841
chr1,40700405,0.89,85,10,95,621842
chr1,40700627,0.98,129,2,131,621843
chr1,40700755,0.75,21,7,28,621844
chr1,40700837,0.98,82,2,84,621845
chr1,40700858,0.96,70,3,73,621846
chr1,40700921,0.98,53,1,54,621847
chr1,40700932,0.95,52,3,55,621848
chr1,40700976,0.96,69,3,72,621849
chr1,40701004,0.95,73,4,77,621850
chr1,40701014,0.93,75,6,81,621851
chr1,40701199,0.87,110,16,126,621852
chr1,40701270,0.97,116,3,119,621853
chr1,40701602,0.85,112,19,131,621854
chr1,40701711,0.94,113,7,120,621855
chr1,40701728,0.95,109,6,115,621856
chr1,40701803,0.92,121,10,131,621857
chr1,40702058,0.97,112,3,115,621858
chr1,40702214,0.97,85,3,88,621859
chr1,40702396,0.91,110,11,121,621860
chr1,40702412,0.93,113,9,122,621861
chr1,40702532,0.92,84,7,91,621862
chr1,40702535,0.91,82,8,90,621863
chr1,40702562,0.91,75,7,82,621864
chr1,40702570,0.97,76,2,78,621865
chr1,40702675,0.86,62,10,72,621866
chr1,40702682,0.97,73,2,75,621867
chr1,40703224,0.93,91,7,98,621868
chr1,40703300,0.99,82,1,83,621869
chr1,40703343,0.93,68,5,73,621870
chr1,40703483,0.96,100,4,104,621871
chr1,40703570,0.97,111,3,114,621872
chr1,40703742,0.96,109,4,113,621873
chr1,40703751,0.98,100,2,102,621874
chr1,40703876,0.92,90,8,98,621875
chr1,40704248,0.98,60,1,61,621876
chr1,40704359,0.99,76,1,77,621877
chr1,40704488,0.92,83,7,90,621878
chr1,40704571,0.97,94,3,97,621879
chr1,40704746,0.98,92,2,94,621880
chr1,40704776,0.97,90,3,93,621881
chr1,40705088,0.83,86,17,103,621882
chr1,40705147,0.97,101,3,104,621883
chr1,40705156,0.95,90,5,95,621884
chr1,40705238,0.99,85,1,86,621885
chr1,40705260,0.94,80,5,85,621886
chr1,40705643,0.73,89,33,122,621887
chr1,40706021,0.91,102,10,112,621888
chr1,40706183,0.98,117,3,120,621889
chr1,40706210,0.77,96,29,125,621890
chr1,40706596,0.92,87,8,95,621891
chr1,40706763,0.88,22,3,25,621892
chr1,40706802,0.96,54,2,56,621893
chr1,40706850,0.95,95,5,100,621894
chr1,40706888,0.35,44,81,125,621895
chr1,40706968,0.67,73,36,109,621896
chr1,40707009,0.61,75,47,122,621897
chr1,40707051,0.72,100,38,138,621898
chr1,40707658,0.84,31,6,37,621899
chr1,40707674,0.89,34,4,38,621900
chr1,40707696,0.93,37,3,40,621901
chr1,40707698,0.95,37,2,39,621902
chr1,40707704,0.91,43,4,47,621903
chr1,40707721,0.98,63,1,64,621904
chr1,40707792,1,75,0,75,621905
chr1,40707796,0.97,73,2,75,621906
chr1,40707870,0.97,34,1,35,621907
chr1,40707886,0.88,38,5,43,621908
chr1,40707914,0.93,57,4,61,621909
chr1,40708059,0.8,103,25,128,621910
chr1,40708229,0.94,90,6,96,621911
chr1,40708313,0.95,60,3,63,621912
chr1,40708459,1,63,0,63,621913
chr1,40708463,0.93,57,4,61,621914
chr1,40708465,0.91,61,6,67,621915
chr1,40708512,0.99,77,1,78,621916
chr1,40708553,0.97,85,3,88,621917
chr1,40708564,0.95,84,4,88,621918
chr1,40708609,0.98,86,2,88,621919
chr1,40708651,1,95,0,95,621920
chr1,40708661,0.98,97,2,99,621921
chr1,40708668,0.98,97,2,99,621922
chr1,40708685,1,91,0,91,621923
chr1,40708691,0.99,88,1,89,621924
chr1,40708693,0.96,82,3,85,621925
chr1,40708723,0.99,78,1,79,621926
chr1,40708849,0.98,81,2,83,621927
chr1,40708851,0.99,82,1,83,621928
chr1,40708859,0.93,74,6,80,621929
chr1,40708894,1,63,0,63,621930
chr1,40708952,0.33,19,39,58,621931
chr1,40709038,0.05,3,53,56,621932
chr1,40709179,0.02,1,47,48,621933
chr1,40709795,0.62,48,30,78,621934
chr1,40709976,0.09,10,107,117,621935
chr1,40710269,0.21,18,68,86,621936
chr1,40710305,0.64,54,30,84,621937
chr1,40710364,0.94,47,3,50,621938
chr1,40710451,0.89,81,10,91,621939
chr1,40710462,0.88,76,10,86,621940
chr1,40710471,0.72,61,24,85,621941
chr1,40710770,0.9,61,7,68,621942
chr1,40710909,0.93,65,5,70,621943
chr1,40711037,0.98,54,1,55,621944
chr1,40711039,0.91,48,5,53,621945
chr1,40711056,0.9,55,6,61,621946
chr1,40711098,0.97,60,2,62,621947
chr1,40711124,0.98,57,1,58,621948
chr1,40711408,0.96,102,4,106,621949
chr1,40711470,0.94,76,5,81,621950
chr1,40711754,0.94,76,5,81,621951
chr1,40711835,0.93,69,5,74,621952
chr1,40711898,0.96,77,3,80,621953
chr1,40711905,0.89,73,9,82,621954
chr1,40711949,0.86,69,11,80,621955
chr1,40711989,0.96,55,2,57,621956
chr1,40712021,0.87,39,6,45,621957
chr1,40712186,0.86,54,9,63,621958
chr1,40712202,0.8,41,10,51,621959
chr1,40712235,0.96,44,2,46,621960
chr1,40712246,0.93,42,3,45,621961
chr1,40712260,0.91,41,4,45,621962
chr1,40712291,0.86,50,8,58,621963
chr1,40712323,0.81,61,14,75,621964
chr1,40712377,0.44,45,58,103,621965
chr1,40712419,0.71,37,15,52,621966
